STATE,STATE FIPS,COUNTY,COUNTY FIPS,FACILITY,EIS ID,ADDRESS,CITY,ZIP CODE,POLLUTANT,POLLUTANT TYPE,EMISSIONS,UNIT OF MEASURE,FACILITY TYPE,NAICS CODE,NAICS DESCRIPTION
CA,06,Alameda,06001,"UNION SANITARY DIST, PASEO PADRE LS",138511,6935 PASEO PADRE PKWY,FREMONT,94536,Nitrogen Oxides,CAP,0.038331865,TON,Wastewater Treatment Facility,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,ALAMEDA COUNTY PUBLIC WORKS AGENCY,15714711,"SULPHUR CREEK, FLOOD CTR PUMP STA",HAYWARD,94541,Nitrogen Oxides,CAP,0.03811858,TON,,925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT.
CA,06,Alameda,06001,LAM RESEARCH CORPORATION,13792611,1 PORTOLA AVENUE,LIVERMORE,94550,Nitrogen Oxides,CAP,0.03776596,TON,,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
CA,06,Alameda,06001,CITY OF BERKELEY FIRE STATION #6,18491311,999 CEDAR STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.03768038,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,OPENTEXT CORPORATION,18545411,6801 KOLL CENTER PKWY,PLEASANTON,94566,Nitrogen Oxides,CAP,0.03753426,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,LUCKY #714,14245511,5000 MOWRY AVENUE,FREMONT,94538,Nitrogen Oxides,CAP,0.03683584,TON,,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES.
CA,06,Alameda,06001,US POSTAL SERVICE - BUILDING MAINTENANCE,16080611,1675 7TH STREET,OAKLAND,94615,Nitrogen Oxides,CAP,0.036750379,TON,,491110,POSTAL SERVICE.
CA,06,Alameda,06001,CORAD INC.,194011,25181 HUNTWOOD AVE,HAYWARD,94544,Nitrogen Oxides,CAP,0.03527142,TON,,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
CA,06,Alameda,06001,"CENTURYLINK COMMUNICATIONS, LLC",13815711,6440 SHELLMOUND STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.03497784,TON,,517111,
CA,06,Alameda,06001,MODERN COFFEE ENTERPRISES INC,16062611,4059 EMERY STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.034263095,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,PETER JAMES COFFEE INC,10518411,1964 REPUBLIC AVENUE,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.03388248,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,VERIZON WIRELESS - HWY 205/580,13776311,16163 GRANT LINE RD & HWY205&580 9,LIVERMORE,95391,Nitrogen Oxides,CAP,0.03354626,TON,,517112,
CA,06,Alameda,06001,KBSIII TOWERS AT EMERYVILLE LLC,16025111,2200 POWELL STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.03284248,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"FEDEX FREIGHT, INC",17250711,"29001 HOPKINS ST, FEDEX FREIGHT",HAYWARD,94545,Nitrogen Oxides,CAP,0.032801672,TON,,484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD."
CA,06,Alameda,06001,ALAMEDA COUNTY PUBLIC WORKS AGENCY,13985011,"FLOOD LEVEE, E OF INDUSTRIAL BLVD",HAYWARD,94545,Nitrogen Oxides,CAP,0.03251407,TON,,925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT.
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST,403111,1200 21ST STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.032473266,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,"SEVENTH STREET PROPERTIES VII, LLC",18542211,740 HEINZ AVENUE,BERKELEY,94710,Nitrogen Oxides,CAP,0.03245155,TON,,531312,NONRESIDENTIAL PROPERTY MANAGERS.
CA,06,Alameda,06001,CITY OF FREMONT,15724711,47200 LAKEWOOD BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.03238114,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"CITY OF OAKLAND , PUBLIC WORKS FACILITIES",10496711,455 7TH STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.0323733,TON,,922120,POLICE PROTECTION.
CA,06,Alameda,06001,AC TRANSIT DISTRICT - CENTRAL MAINTENANCE BUILDING,141411,10626 INTERNATIONAL BLVD,OAKLAND,94603,Nitrogen Oxides,CAP,0.032242912,TON,,485111,MIXED MODE TRANSIT SYSTEMS.
CA,06,Alameda,06001,S F BAY AREA RAPID TRANSIT DISTRICT,10498511,3301 NORBRIDGE DRIVE,CASTRO VALLEY,94546,Nitrogen Oxides,CAP,0.03213871,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,BORDEN LIGHTING,18134211,460 ROLAND WAY,OAKLAND,94621,Nitrogen Oxides,CAP,0.03171892,TON,,335131,
CA,06,Alameda,06001,VERIZON BUSINESS - OKMFCA,14258711,1999 HARRISON STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.03160632,TON,,517111,
CA,06,Alameda,06001,ELDER CARE ALLIANCE OF UNION CITY,17242811,33883 ALVARADO NILES RD,UNION CITY,94587,Nitrogen Oxides,CAP,0.03151768,TON,,623312,HOMES FOR THE ELDERLY.
CA,06,Alameda,06001,BAY AREA RAPID TRANSIT,17252611,550 W MACARTHUR BLVD,OAKLAND,94609,Nitrogen Oxides,CAP,0.03143495,TON,,485119,OTHER URBAN TRANSIT SYSTEMS.
CA,06,Alameda,06001,CITY OF NEWARK FIRE STATION #1,10472811,7550 THORNTON AVE,NEWARK,94560,Nitrogen Oxides,CAP,0.03143495,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,KAISER PERMANENTE IVF CLINIC,13790211,"39141 CIVIC CENTER DR, #350",FREMONT,94537,Nitrogen Oxides,CAP,0.03118498,TON,,621111,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS).
CA,06,Alameda,06001,AVALON BAY,15757311,24 UNION SQUARE,UNION CITY,94587,Nitrogen Oxides,CAP,0.02969246,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,"ROSS DRESS FOR LESS, INC",17250311,"5130 HACIENDA DR, BLDG B",DUBLIN,94568,Nitrogen Oxides,CAP,0.02940898,TON,,458110,
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST PSQ,10501811,1451 2ND STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.02908906,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,PACIFIC BELL,13760611,36789 FREMONT BLVD,FREMONT,94536,Nitrogen Oxides,CAP,0.02901301,TON,,517111,
CA,06,Alameda,06001,ORO LOMA SANITARY DISTRICT-CANYON LIFT STATION,17250211,CANYON DR & VALLEY VIEW,HAYWARD,94541,Nitrogen Oxides,CAP,0.02894831,TON,,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,KBS SOR II OAKLAND CITY CENTER LLC,18496811,505 14TH STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.028624574,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,CITY OF BERKELEY - CORPORATION YARD,18490811,1326 ALLSTON WAY,BERKELEY,94702,Nitrogen Oxides,CAP,0.02837232,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,COMMUNICATION & CONTROL INC,17245611,"MT ALLISON, END OF WELLER ROAD",FREMONT,94539,Nitrogen Oxides,CAP,0.028299409,TON,,517121,
CA,06,Alameda,06001,CITY OF FREMONT,15959911,4355 CENTRAL AVENUE,FREMONT,94536,Nitrogen Oxides,CAP,0.02773423,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,SAFEWAY INC #971,18543011,22280 FOOTHILL BLVD,HAYWARD,94541,Nitrogen Oxides,CAP,0.02736376,TON,,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES.
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DISTRICT,10453011,5601 OAKPORT STREET,OAKLAND,94621,Nitrogen Oxides,CAP,0.02697775,TON,Wastewater Treatment Facility,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,CITY OF HAYWARD DEPARTMENT OF PUBLIC WORKS,14049311,1241 WALPERT STREET,HAYWARD,94541,Nitrogen Oxides,CAP,0.02674317,TON,,813910,BUSINESS ASSOCIATIONS.
CA,06,Alameda,06001,ALAMEDA COUNTY WATER DISTRICT,18540511,1111 MOWRY AVENUE,FREMONT,94536,Nitrogen Oxides,CAP,0.02623328,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,AT&T CORP,13777611,344 20TH STREET,OAKLAND,94609,Nitrogen Oxides,CAP,0.02619426,TON,,517810,
CA,06,Alameda,06001,"LEVEL 3 COMMUNICATIONS, LLC",18542911,4511 WILLOW ROAD,PLEASANTON,94588,Nitrogen Oxides,CAP,0.02602844,TON,,517111,
CA,06,Alameda,06001,CITY OF HAYWARD WELL D2,16023311,"1201 W WINTON AVE, WELL D",HAYWARD,94545,Nitrogen Oxides,CAP,0.02580481,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,HEAT & CONTROL INC,4770711,21121 CABOT BLVD,HAYWARD,94545,Nitrogen Oxides,CAP,0.02561552,TON,,333241,
CA,06,Alameda,06001,"TESLA MOTORS, INC",18344211,3777 SPINNAKER CT,FREMONT,94538,Nitrogen Oxides,CAP,0.02557546,TON,,336110,
CA,06,Alameda,06001,PACIFIC GAS AND ELECTRIC,10497911,41800 BOSCELL ROAD,FREMONT,94538,Nitrogen Oxides,CAP,0.02553046,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,PRIME NOW LLC,18135111,1000 FOLGER AVENUE,BERKELEY,94710,Nitrogen Oxides,CAP,0.02540681,TON,,454110,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES.
CA,06,Alameda,06001,PACIFIC BELL,127811,2810 MOUNTAIN BLVD,OAKLAND,94602,Nitrogen Oxides,CAP,0.02510105,TON,,517111,
CA,06,Alameda,06001,"THE HOME DEPOT USA, INC - STORE #0635",13745811,30055 INDSTRIAL PKWY,UNION CITY,94587,Nitrogen Oxides,CAP,0.025059,TON,,327110,
CA,06,Alameda,06001,COFFEE HOUSE SUPPLY,773011,1310 65TH STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.024514849,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,EBMUD UPPER SAN LEANDRO WTP,10523311,7700 GREENLY DRIVE,OAKLAND,94605,Nitrogen Oxides,CAP,0.02411577,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,"ROSEWOOD COMMONS PROPERTY OWNER, LLC",18495111,4420 ROSEWOOD DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.0239281,TON,,517112,
CA,06,Alameda,06001,"LOWE'S OF DUBLIN, CA#2273",13805411,GRATTON ST & NORTHSIDE DR,DUBLIN,94568,Nitrogen Oxides,CAP,0.02366377,TON,,455219,
CA,06,Alameda,06001,"RJ CHASE COMPANY, INC",6499111,4000 TARA COURT,UNION CITY,94587,Nitrogen Oxides,CAP,0.023478661,TON,,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
CA,06,Alameda,06001,VERIZON WIRELESS (HAYWARD WEST WINTON),15917411,2181 W WINTON AVE,HAYWARD,94545,Nitrogen Oxides,CAP,0.02345892,TON,,517112,
CA,06,Alameda,06001,CITY OF ALAMEDA PUBLIC WORKS DEPARTMENT,16022011,1300 PARK STREET,ALAMEDA,94501,Nitrogen Oxides,CAP,0.02345892,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"FOX TELEVISION STATIONS, INC ON BEHALF OF KICU",17248511,"9530 WELLER RD, MOUNMENT PEAK",FREMONT,94539,Nitrogen Oxides,CAP,0.023458916,TON,,516120,
CA,06,Alameda,06001,LEVEL 3 COMMUNICATIONS LLC,14287111,1330 BROADWAY,OAKLAND,94612,Nitrogen Oxides,CAP,0.02331671,TON,,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES."
CA,06,Alameda,06001,CITY OF HAYWARD 750' RESERVOIR,14244711,26633 PARKSIDE DR,HAYWARD,94542,Nitrogen Oxides,CAP,0.02314927,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,PACIFIC GAS AND ELECTRIC COMPANY,196411,3797 1ST STREET,LIVERMORE,94550,Nitrogen Oxides,CAP,0.0230282,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,SUTTER BAY MEDICAL FOUNDATION DBA PALO ALTO M F,18541811,3200 KEARNEY STREET,FREMONT,94538,Nitrogen Oxides,CAP,0.02301538,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,ALAMEDA COUNTY GSA,18496311,7195 OAKPORT STREET,OAKLAND,94621,Nitrogen Oxides,CAP,0.02292476,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,S F BAY AREA RAPID TRANSIT DISTRICT,10498311,5801 OWENS DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.02275516,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,KBSIII AT EMERYVILLE LLC,16025011,2000 POWELL STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.022755149,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,PACIFIC GAS AND ELECTRIC COMPANY/ENVR FIELD SVCS,196511,4801 OAKPORT STREET,OAKLAND,94601,Nitrogen Oxides,CAP,0.02272339,TON,,221122,ELECTRIC POWER DISTRIBUTION.
CA,06,Alameda,06001,L A SMITH & SONS BODY SHOP,383511,903 WILLIAMS STREET,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.02271742,TON,"Auto Body, Painting, or Repair Shop",811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,"ILLUMINA, INC",16031111,25861 INDUSTRIAL BLVD,HAYWARD,94545,Nitrogen Oxides,CAP,0.02240832,TON,,541714,
CA,06,Alameda,06001,REVANCE THERAPEUTICS INC,15729611,7555 GATEWAY BLVD,NEWARK,94560,Nitrogen Oxides,CAP,0.02192515,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,CITY OF BERKELEY FIRE STATION #2,17246911,2029 BERKELEY WAY,BERKELEY,94705,Nitrogen Oxides,CAP,0.021833,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,"BMR-PACIFIC RESEARCH CENTER, LP",18544311,"7707 GATEWAY BLVD, BUILDING #5",NEWARK,94560,Nitrogen Oxides,CAP,0.0218168,TON,,541714,
CA,06,Alameda,06001,CITY OF PLEASANTON,10492111,3560 DEL VALLE PARKWAY,PLEASANTON,94566,Nitrogen Oxides,CAP,0.02177088,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,CITY OF OAKLAND,18491811,9333 SENECA STREET,OAKLAND,94605,Nitrogen Oxides,CAP,0.02154898,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,GLOBAL POWER GROUP INC (TOYS R US) - 5811,9968711,6850 AMADOR PLAZA RD,DUBLIN,94568,Nitrogen Oxides,CAP,0.0215348,TON,,455110,
CA,06,Alameda,06001,TARGET CORPORATION T1926,10475711,1057 EASTSHORE HWY,ALBANY,94706,Nitrogen Oxides,CAP,0.02147003,TON,,455110,
CA,06,Alameda,06001,CITY OF FREMONT,18128811,2000 STEVENSON BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.02125165,TON,,922120,POLICE PROTECTION.
CA,06,Alameda,06001,PEERY/ARRILLAGA,18136011,7601 DUMBARTON CIR,FREMONT,94555,Nitrogen Oxides,CAP,0.02111302,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,EAST BAY DISCHARGERS AUTHORITY,168111,3000 DAVIS STREET,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.02083674,TON,,488119,OTHER AIRPORT OPERATIONS.
CA,06,Alameda,06001,BAXTER HEALTHCARE INC,14122211,21026 ALEXANDER CT,HAYWARD,94545,Nitrogen Oxides,CAP,0.020834508,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,SPRINT,14271111,114 BRUSH STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.02081869,TON,,517112,
CA,06,Alameda,06001,AT&T,10505211,11823 MAIN STREET,SUNOL,94586,Nitrogen Oxides,CAP,0.02064385,TON,,517111,
CA,06,Alameda,06001,S F BAY AREA RAPID TRANSIT DISTRICT,10498611,101 8TH STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.02064385,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,"CENTURYLINK COMMUNICATIONS, LLC",14115111,260 5TH AVENUE,OAKLAND,94606,Nitrogen Oxides,CAP,0.020639787,TON,,517111,
CA,06,Alameda,06001,"MATHESON TRI-GAS, INC",6500411,6775 CENTRAL AVE,NEWARK,94560,Nitrogen Oxides,CAP,0.02059744,TON,,325120,INDUSTRIAL GAS MANUFACTURING.
CA,06,Alameda,06001,AMAZON COM SERVICES INC - OAK5,18135511,38811 CHERRY AVE,NEWARK,94560,Nitrogen Oxides,CAP,0.02058096,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,LEVEL 3 COMMUNICATIONS,18539611,23965 CONNECTICUT ST,HAYWARD,94545,Nitrogen Oxides,CAP,0.02040927,TON,,517111,
CA,06,Alameda,06001,AIR LIQUIDE ELECTRONICS US,138311,5121 BRANDIN COURT,FREMONT,94538,Nitrogen Oxides,CAP,0.02025566,TON,,325120,INDUSTRIAL GAS MANUFACTURING.
CA,06,Alameda,06001,ALAMEDA COUNTY PUBLIC WORKS AGENCY,18539211,2603 FAIRVIEW DRIVE,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.01921285,TON,,925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT.
CA,06,Alameda,06001,"HAWKINS HAWKINS COMPANY, INC",193011,1255 EASTSHORE HWY,BERKELEY,94710,Nitrogen Oxides,CAP,0.01908477,TON,,323113,COMMERCIAL SCREEN PRINTING.
CA,06,Alameda,06001,"RUBY'S ROAST, LLC",17249911,2701 8TH STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.019064736,TON,,424490,OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS.
CA,06,Alameda,06001,CITY OF BERKELEY CIVIC CENTER,18491211,2180 MILVIA STREET,BERKELEY,94704,Nitrogen Oxides,CAP,0.0188353,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,KAISER PERMANENTE,130511,5800 COLISEUM WAY,OAKLAND,94621,Nitrogen Oxides,CAP,0.01878317,TON,"Institutional (school, hospital, prison, etc.)",622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,CITY OF HAYWARD 250' RESERVOIR,16023111,1122 HIGHLAND BLVD,HAYWARD,94542,Nitrogen Oxides,CAP,0.01876713,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,NOR-CAL METAL FABRICATORS,192811,1121 3RD STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.01869747,TON,,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
CA,06,Alameda,06001,VERIZON WIRELESS (HWY 880/WHIPPLE),14049211,2931 FABER STREET,UNION CITY,94587,Nitrogen Oxides,CAP,0.01853255,TON,,517112,
CA,06,Alameda,06001,SAFEWAY INC #1953,18542111,7499 DUBLIN BLVD,DUBLIN,94568,Nitrogen Oxides,CAP,0.01848077,TON,,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES.
CA,06,Alameda,06001,"TRUCK-RAIL HANDLING, INC",15733311,620 WARREN AVENUE,FREMONT,94538,Nitrogen Oxides,CAP,0.0184425,TON,,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL."
CA,06,Alameda,06001,ROYAL TRUCK BODY,18493511,930 WHIPPLE ROAD,UNION CITY,94587,Nitrogen Oxides,CAP,0.01830349,TON,,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,CALIFORNIA HIGHWAY PATROL-TELECOMMUNICATIONS,13815311,3601 TELEGRAPH AVE,OAKLAND,94609,Nitrogen Oxides,CAP,0.01827739,TON,,922120,POLICE PROTECTION.
CA,06,Alameda,06001,"UNCOMMON GROUNDS, LLC",137811,2813 7TH STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.018043055,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,"LEVEL 3 COMMUNICATIONS, LLC",18133011,3777 DEPOT ROAD,HAYWARD,94545,Nitrogen Oxides,CAP,0.01796543,TON,,517111,
CA,06,Alameda,06001,VERIZON WIRELESS,14122811,10001 DUBLIN CANYON ROAD,CASTRO VALLEY,94552,Nitrogen Oxides,CAP,0.01793893,TON,,517112,
CA,06,Alameda,06001,CEVA,18133711,6753 MOWRY AVENUE,NEWARK,94560,Nitrogen Oxides,CAP,0.01787009,TON,,484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD."
CA,06,Alameda,06001,COMCAST OF CALIFORNIA/COLORADO/TEXAS/WASHINGTON,10475511,2166 RHEEM DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.0178588,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,VERIZON WIRELESS (SUNOL),15920011,37000 PALOMARES RD,SUNOL,94586,Nitrogen Oxides,CAP,0.01766932,TON,,517112,
CA,06,Alameda,06001,"BICYCLE COFFEE, LLC",18697111,364 2ND STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.017629035,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,VERIZON WIRELESS,10471811,2047 RESEARCH DRIVE,LIVERMORE,94550,Nitrogen Oxides,CAP,0.01759419,TON,,517112,
CA,06,Alameda,06001,"SWISSPORT FUELING, INC",14247611,1 EDWARD WHITE WAY,OAKLAND,94621,Nitrogen Oxides,CAP,0.01756662,TON,,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION.
CA,06,Alameda,06001,CITY OF FREMONT,13747711,43600 SO GRIMMER BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.01741666,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,LEAP FROG,14122411,6401 HOLLIS STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.01735934,TON,,541511,CUSTOM COMPUTER PROGRAMMING SERVICES.
CA,06,Alameda,06001,"MEMBRANE TECHNOLOGY & RESEARCH, INC",17247011,39630 EUREKA DRIVE,NEWARK,94560,Nitrogen Oxides,CAP,0.0171616,TON,,333413,
CA,06,Alameda,06001,ALAMEDA COUNTY GSA,10501211,4595 GLEASON DRIVE,DUBLIN,94568,Nitrogen Oxides,CAP,0.017060906,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,JANSSEN'S PLACE AUTO BODY,399711,7855 ENTERPRISE DR,NEWARK,94560,Nitrogen Oxides,CAP,0.01649383,TON,"Auto Body, Painting, or Repair Shop",811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,CREEKVIEW HC LLC,18129511,2900 STONERIDGE DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.01636253,TON,,623312,HOMES FOR THE ELDERLY.
CA,06,Alameda,06001,CITY OF BERKELEY FIRE STATION #5,18539511,2680 SHATTUCK AVENUE,BERKELEY,94704,Nitrogen Oxides,CAP,0.01627267,TON,,922190,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES."
CA,06,Alameda,06001,TARGET STORE T1422,10488711,39201 FREMONT BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.01596749,TON,,455110,
CA,06,Alameda,06001,ROCHE MOLECULAR SYSTEMS INC,10483311,4300 HACIENDA DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.01548288,TON,,541380,TESTING LABORATORIES.
CA,06,Alameda,06001,CITY OF HAYWARD CORP YARD,16022811,24499 SOTO ROAD,HAYWARD,94544,Nitrogen Oxides,CAP,0.01548288,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,TARGET STORE T1428,10490611,"15555 E 14TH ST, STE 400",SAN LEANDRO,94578,Nitrogen Oxides,CAP,0.01538945,TON,,455110,
CA,06,Alameda,06001,PETERSON TRACTOR COMPANY,10492711,955 MARINA BOULEVARD,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.015248296,TON,,423810,CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS.
CA,06,Alameda,06001,THE HOME DEPOT #6964,13792111,5401 THORNTON AVE,NEWARK,94560,Nitrogen Oxides,CAP,0.01521802,TON,,444140,
CA,06,Alameda,06001,BRIDGELUX,16009611,101 PORTOLA AVENUE,LIVERMORE,94551,Nitrogen Oxides,CAP,0.01469162,TON,,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
CA,06,Alameda,06001,FREMONT FORD AND AUTO BODY OF FREMONT,14122311,39700 BALENTINE DR,NEWARK,94560,Nitrogen Oxides,CAP,0.01457066,TON,"Auto Body, Painting, or Repair Shop",811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,VERIZON WIRELESS (CROW CANYON EAST),10471611,10410 CROW CANYON ROAD,CASTRO VALLEY,94552,Nitrogen Oxides,CAP,0.01454453,TON,,517112,
CA,06,Alameda,06001,PROLOGIS,14255311,40999 BOYCE ROAD,FREMONT,94538,Nitrogen Oxides,CAP,0.01438334,TON,,531312,NONRESIDENTIAL PROPERTY MANAGERS.
CA,06,Alameda,06001,CALIFORNIA HIGHWAY PATROL,14314911,4999 GLEASON DRIVE,DUBLIN,94568,Nitrogen Oxides,CAP,0.01432858,TON,,922120,POLICE PROTECTION.
